country_region,province_state,confirmed,deaths,peak_confirmed,peak_deaths,start_date,days,avg_confirmed,avg_deaths,c_thisweek,d_thisweek,after_peak,after_min,after_expeak,c_maxweek,d_maxweek,c_minweek,c_beforemax,death_rate,c_thisweek/avg,d_thisweek/avg,c_thisweek/maxweek,d_thisweek/maxweek,c_thisweek/beforemax
US,New Jersey,164202,12176,5102.0,864.0,2020-03-05,84,1953.6190476190477,144.92857142857142,574.5,67.875,65,8,46,3271.5,262.75,821.5,3619.875,0.07415256817821951,0.2940696143908741,0.4683341547560375,0.1756075194864741,0.25832540437678403,0.158707137677406
US,New Mexico,8940,396,467.0,17.0,2020-03-11,75,117.93333333333334,5.28,164.625,5.625,21,72,3,155.875,8.75,28.25,163.75,0.04429530201342282,1.3959157716223856,1.065340909090909,1.0561347233360063,0.6428571428571429,1.0053435114503817
US,New York,378166,30170,13262.0,1460.0,2020-03-02,92,4109.663043478261,327.95652173913044,1054.625,75.875,66,90,54,8084.5,822.125,32.0,9348.875,0.07977977925038211,0.2566207956327743,0.23135688718016703,0.1304502442946379,0.09229131823019614,0.1128076907649316
US,North Carolina,35546,996,1583.0,65.0,2020-03-03,81,438.0617283950617,12.296296296296296,984.625,15.0,7,77,16,755.125,17.875,45.4,698.125,0.028020030383165476,2.247685511371643,1.2198795180722892,1.303923191524582,0.8391608391608392,1.4103849597135183
US,North Dakota,2861,72,234.0,6.0,2020-03-12,70,39.48571428571429,1.0142857142857142,38.625,1.625,49,59,18,39.875,1.5,14.875,67.875,0.02516602586508214,0.9782018813314037,1.602112676056338,0.9686520376175548,1.0833333333333333,0.569060773480663
US,Ohio,38477,2377,1356.0,135.0,2020-03-09,81,473.962962962963,29.34567901234568,430.875,28.875,50,81,31,665.0,47.125,33.0,624.625,0.06177716557943707,0.909090021098695,0.9839608750525872,0.6479323308270677,0.6127320954907162,0.6898138883329998
US,Oklahoma,7151,364,450.0,33.0,2020-03-07,76,93.02631578947368,4.7631578947368425,91.625,3.875,48,76,17,92.75,8.5,25.0,111.25,0.05090197175220249,0.984936350777935,0.8135359116022098,0.9878706199460916,0.45588235294117646,0.8235955056179776
US,Oregon,4655,161,101.0,7.0,2020-02-29,80,57.0875,1.975,58.75,1.0,65,22,3,73.125,3.0,57.625,60.875,0.03458646616541353,1.0291219619005911,0.5063291139240506,0.8034188034188035,0.3333333333333333,0.9650924024640657
US,Pennsylvania,75592,5943,1989.0,547.0,2020-03-06,82,920.6951219512196,72.6951219512195,522.125,53.0,60,82,51,1552.875,175.625,37.0,1386.0,0.07861943062757963,0.5670986926632846,0.7290723033048147,0.33623118409401914,0.30177935943060497,0.3767135642135642
US,Rhode Island,15441,772,880.0,38.0,2020-03-01,77,199.45454545454547,10.025974025974026,77.75,6.75,34,77,47,350.625,19.875,23.0,323.75,0.04999676186775468,0.3898131267092069,0.6732512953367875,0.22174688057040998,0.33962264150943394,0.24015444015444015
US,South Carolina,14286,546,698.0,40.0,2020-03-06,80,177.575,6.825,307.125,7.875,9,78,42,274.125,12.125,37.666666666666664,155.25,0.03821923561528769,1.7295508939884556,1.1538461538461537,1.1203830369357046,0.6494845360824743,1.9782608695652173
US,South Dakota,5438,65,248.0,5.0,2020-03-09,70,76.4,0.9142857142857143,60.375,0.625,30,70,54,108.5,1.375,10.0,105.875,0.011952923869069512,0.7902486910994764,0.68359375,0.5564516129032258,0.45454545454545453,0.5702479338842975
US,Tennessee,25948,414,1158.0,23.0,2020-03-05,81,319.1358024691358,5.271604938271605,423.25,6.375,38,8,10,453.375,5.75,391.25,390.125,0.015954986896870665,1.326237911025145,1.2093091334894612,0.9335539012958368,1.108695652173913,1.0849086831143864
US,Texas,74978,1830,1950.0,58.0,2020-03-05,82,913.439024390244,22.304878048780488,1581.0,22.75,8,78,23,1226.75,33.625,57.8,1288.0,0.024407159433433807,1.7308216068996822,1.0199562602515035,1.288771143264724,0.6765799256505576,1.2274844720496894
US,Utah,11890,121,681.0,9.0,2020-03-07,80,147.65,1.5375,326.0,1.625,7,79,31,202.625,2.125,29.0,156.5,0.010176619007569386,2.2079241449373517,1.056910569105691,1.608883405305367,0.7647058823529411,2.083067092651757
US,Vermont,1063,55,72.0,5.0,2020-03-08,75,12.906666666666666,0.68,10.75,0.0,65,19,74,34.625,1.375,2.125,31.5,0.05174035747883349,0.8329028925619835,0.0,0.3104693140794224,0.0,0.3412698412698413
US,Virginia,50420,1470,1609.0,65.0,2020-03-08,80,629.075,18.375,851.25,12.75,13,80,45,1024.625,28.625,20.0,685.75,0.029155097183657278,1.3531772841076182,0.6938775510204082,0.8307917530803952,0.44541484716157204,1.2413415967918338
US,Washington,23729,1159,625.0,34.0,2020-01-22,93,254.43010752688173,12.32258064516129,297.625,5.125,74,92,65,252.375,22.125,22.0,487.0,0.04884318766066838,1.1697711520581522,0.41590314136125656,1.1792966815255077,0.23163841807909605,0.6111396303901437
US,West Virginia,2138,84,118.0,6.0,2020-03-17,72,28.36111111111111,1.1666666666666667,21.125,1.375,11,21,62,45.375,2.25,15.5,33.375,0.03928905519176801,0.7448579823702253,1.1785714285714286,0.465564738292011,0.6111111111111112,0.6329588014981273
US,Wisconsin,20835,647,732.0,25.0,2020-03-09,82,253.20731707317074,7.890243902439025,326.0,7.375,10,77,19,477.625,11.5,56.333333333333336,349.75,0.0310535157187425,1.287482541058614,0.9346986089644512,0.6825438366919655,0.6413043478260869,0.9320943531093638
US,Wyoming,947,17,198.0,5.0,2020-03-12,69,12.347826086956522,0.2463768115942029,6.25,0.25,20,6,33,33.125,0.75,8.625,10.625,0.01795142555438226,0.5061619718309859,1.0147058823529411,0.18867924528301888,0.3333333333333333,0.5882352941176471
Uganda,-,616,0,84.0,0.0,2020-03-21,33,18.848484848484848,0.0,25.375,0.0,9,32,24,29.75,0.0,1.5,12.75,0.0,1.3462620578778135,0.0,0.8529411764705882,0.0,1.9901960784313726
Ukraine,-,27599,796,890.0,21.0,2020-03-03,75,366.6933333333333,10.573333333333334,549.375,12.5,7,63,46,447.0,13.625,105.5,425.75,0.028841624696546976,1.498186495527598,1.1822194199243379,1.229026845637584,0.9174311926605505,1.2903699354081033
United Arab Emirates,-,38808,276,994.0,13.0,2020-01-29,82,472.0731707317073,3.3658536585365852,614.0,1.75,17,79,27,851.0,9.875,13.75,616.375,0.007111935683364255,1.3006458279514337,0.519927536231884,0.7215041128084606,0.17721518987341772,0.9961468262015818
United Kingdom,-,286194,40542,8681.0,1172.0,2020-01-31,95,3017.2,426.7578947368421,1671.0,270.75,59,95,38,5005.0,899.25,30.0,4922.0,0.14165915427996395,0.5538247381678377,0.6344346603522273,0.33386613386613384,0.3010842368640534,0.339496139780577
United Kingdom,Bermuda,141,9,10.0,1.0,2020-03-19,44,0.9545454545454546,0.09090909090909091,0.125,0.0,44,7,13,10.0,0.25,1.0,1.75,0.06382978723404255,0.13095238095238096,0.0,0.0125,0.0,0.07142857142857142
United Kingdom,Cayman Islands,164,1,17.0,0.0,2020-03-13,20,3.5,0.0,2.875,0.0,20,6,7,17.0,0.0,2.125,2.625,0.006097560975609756,0.8214285714285714,0.0,0.16911764705882354,0.0,1.0952380952380953
United Kingdom,Channel Islands,563,46,47.0,5.0,2020-03-10,71,6.563380281690141,0.647887323943662,0.375,0.125,64,5,46,26.5,1.875,0.25,9.25,0.08170515097690942,0.057135193133047206,0.19293478260869565,0.014150943396226415,0.06666666666666667,0.04054054054054054
United Kingdom,Gibraltar,176,0,8.0,0.0,2020-03-04,64,1.234375,0.0,0.875,0.0,9,1,61,2.25,0.0,0.875,5.5,0.0,0.7088607594936709,0.0,0.3888888888888889,0.0,0.1590909090909091
United Kingdom,Isle of Man,336,24,32.0,6.0,2020-03-20,66,3.6515151515151514,0.3484848484848485,0.0,0.0,60,19,48,13.571428571428571,1.625,0.625,8.125,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Uruguay,-,845,23,36.0,2.0,2020-03-13,80,9.65,0.2875,3.0,0.125,73,6,44,22.5,0.375,4.875,11.0,0.027218934911242602,0.31088082901554404,0.4347826086956522,0.13333333333333333,0.3333333333333333,0.2727272727272727
Uzbekistan,-,4331,17,237.0,1.0,2020-03-15,72,58.93055555555556,0.2222222222222222,98.125,0.375,1,70,55,98.125,0.375,20.333333333333332,88.5,0.003925190487185408,1.665095451331605,1.6875,1.0,1.0,1.1087570621468927
Venezuela,-,2377,22,171.0,6.0,2020-03-14,74,30.89189189189189,0.3783783783783784,114.75,1.0,2,27,20,118.25,0.75,8.25,40.875,0.009255363904080775,3.7145669291338583,2.642857142857143,0.9704016913319239,1.3333333333333333,2.8073394495412844
Vietnam,-,331,0,24.0,0.0,2020-01-23,78,3.0384615384615383,0.0,0.375,0.0,25,2,78,5.125,0.0,0.125,19.0,0.0,0.12341772151898735,0.0,0.07317073170731707,0.0,0.019736842105263157
West Bank and Gaza,-,472,3,33.0,1.0,2020-03-05,71,5.267605633802817,0.028169014084507043,3.125,0.0,66,7,18,16.0,0.125,3.25,6.0,0.006355932203389831,0.5932486631016043,0.0,0.1953125,0.0,0.5208333333333334
Yemen,-,484,112,45.0,12.0,2020-04-10,24,16.625,4.166666666666667,21.75,4.375,6,1,20,20.75,5.5,21.75,16.4,0.23140495867768596,1.3082706766917294,1.0499999999999998,1.0481927710843373,0.7954545454545454,1.3262195121951221
Zambia,-,1089,7,208.0,3.0,2020-03-18,39,25.435897435897434,0.10256410256410256,4.0,0.0,25,34,12,63.5,0.5,6.833333333333333,35.625,0.006427915518824609,0.15725806451612903,0.0,0.06299212598425197,0.0,0.11228070175438597
Zimbabwe,-,282,4,76.0,0.0,2020-03-20,12,18.833333333333332,0.0,13.5,0.0,12,1,3,76.0,0.0,13.5,14.5,0.014184397163120567,0.7168141592920354,0.0,0.17763157894736842,0.0,0.9310344827586207
