,COUNTRY,MEASURE,TYPE,LEVEL,REGION,CATEGORY,DATE_IMPLEMENTED,ENTRY_DATE
962,Colombia,strengthening the public health system,Introduction / extension of measures,-,Americas,Public health measures,2020-03-27,2020-04-03 00:00:00
963,Colombia,testing policy,Introduction / extension of measures,-,Americas,Public health measures,2020-04-29,2020-05-07 00:00:00
964,Colombia,visa restrictions,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-16,2020-03-17 00:00:00
965,Comoros,awareness campaigns,Introduction / extension of measures,-,Africa,Public health measures,2020-05-01,2020-05-07 00:00:00
966,Comoros,border checks,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-19,2020-03-21 00:00:00
967,Comoros,changes in prison-related policies,Introduction / extension of measures,-,Africa,Social distancing,2020-03-16,2020-03-27 00:00:00
968,Comoros,closure of businesses and public services,Introduction / extension of measures,-,Africa,Social distancing,2020-05-23,2020-05-27 00:00:00
969,Comoros,curfews,Introduction / extension of measures,-,Africa,Movement restrictions,2020-04-25,2020-04-30 00:00:00
970,Comoros,domestic travel restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-20,2020-03-27 00:00:00
971,Comoros,economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-30,2020-04-12 00:00:00
972,Comoros,emergency administrative structures activated or established,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-16,2020-03-27 00:00:00
973,Comoros,international flights suspension,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-10,2020-03-15 00:00:00
974,Comoros,isolation and quarantine policies,Introduction / extension of measures,-,Africa,Public health measures,2020-03-10,2020-03-15 00:00:00
975,Comoros,limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-16,2020-03-27 00:00:00
976,Comoros,other public health measures enforced,Introduction / extension of measures,-,Africa,Public health measures,2020-05-23,2020-05-27 00:00:00
977,Comoros,requirement to wear protective gear in public,Introduction / extension of measures,-,Africa,Public health measures,2020-04-25,2020-04-30 00:00:00
978,Comoros,schools closure,Phase-out measure,-,Africa,Social distancing,2020-07-01,2020-05-14 00:00:00
979,Comoros,testing policy,Introduction / extension of measures,-,Africa,Public health measures,2020-04-23,2020-04-22 00:00:00
980,Comoros,visa restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-19,2020-03-21 00:00:00
981,Congo (Brazzaville),awareness campaigns,Introduction / extension of measures,-,Africa,Public health measures,2020-03-20,2020-03-21 00:00:00
982,Congo (Brazzaville),border closure,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-21,2020-03-27 00:00:00
983,Congo (Brazzaville),curfews,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-31,2020-04-03 00:00:00
984,Congo (Brazzaville),domestic travel restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-31,2020-04-03 00:00:00
985,Congo (Brazzaville),economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-31,2020-04-03 00:00:00
986,Congo (Brazzaville),health screenings in airports and border crossings,Introduction / extension of measures,-,Africa,Public health measures,2020-03-15,2020-03-21 00:00:00
987,Congo (Brazzaville),isolation and quarantine policies,Introduction / extension of measures,-,Africa,Public health measures,2020-03-04,2020-03-15 00:00:00
988,Congo (Brazzaville),limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-19,2020-03-21 00:00:00
989,Congo (Brazzaville),lockdown,Introduction / extension of measures,-,Africa,Lockdown,2020-03-31,2020-04-03 00:00:00
990,Congo (Brazzaville),military deployment,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-31,2020-04-03 00:00:00
991,Congo (Brazzaville),requirement to wear protective gear in public,Introduction / extension of measures,-,Africa,Public health measures,2020-04-30,2020-05-14 00:00:00
992,Congo (Brazzaville),schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-19,2020-03-21 00:00:00
993,Congo (Brazzaville),state of emergency declared,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-28,2020-04-03 00:00:00
994,Congo (Brazzaville),strengthening the public health system,Introduction / extension of measures,-,Africa,Public health measures,2020-03-21,2020-03-27 00:00:00
995,Congo (Brazzaville),testing policy,Introduction / extension of measures,-,Africa,Public health measures,2020-04-13,2020-04-20 00:00:00
996,Congo (Kinshasa),amendments to funeral and burial regulations,Introduction / extension of measures,-,Africa,Public health measures,2020-03-19,2020-04-20 00:00:00
997,Congo (Kinshasa),border closure,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-25,2020-03-27 00:00:00
998,Congo (Kinshasa),border closure,Phase-out measure,-,Africa,Movement restrictions,2020-05-08,2020-05-11 00:00:00
999,Congo (Kinshasa),checkpoints within the country,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-25,2020-04-30 00:00:00
1000,Congo (Kinshasa),domestic travel restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-25,2020-03-27 00:00:00
1001,Congo (Kinshasa),economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-19,2020-04-20 00:00:00
1002,Congo (Kinshasa),emergency administrative structures activated or established,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-24,2020-04-30 00:00:00
1003,Congo (Kinshasa),health screenings in airports and border crossings,Introduction / extension of measures,-,Africa,Public health measures,2020-03-10,2020-03-15 00:00:00
1004,Congo (Kinshasa),international flights suspension,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-20,2020-03-21 00:00:00
1005,Congo (Kinshasa),isolation and quarantine policies,Introduction / extension of measures,-,Africa,Public health measures,2020-03-10,2020-03-15 00:00:00
1006,Congo (Kinshasa),limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-18,2020-03-21 00:00:00
1007,Congo (Kinshasa),lockdown,Introduction / extension of measures,-,Africa,Lockdown,2020-03-28,2020-03-27 00:00:00
1008,Congo (Kinshasa),lockdown,Phase-out measure,-,Africa,Lockdown,2020-03-27,2020-04-20 00:00:00
1009,Congo (Kinshasa),schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-19,2020-03-21 00:00:00
1010,Congo (Kinshasa),state of emergency declared,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-25,2020-03-27 00:00:00
1011,Costa Rica,awareness campaigns,Introduction / extension of measures,-,Americas,Public health measures,2020-04-23,2020-05-07 00:00:00
1012,Costa Rica,border closure,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-18,2020-03-21 00:00:00
1013,Costa Rica,closure of businesses and public services,Introduction / extension of measures,-,Americas,Social distancing,2020-04-13,2020-04-12 00:00:00
1014,Costa Rica,closure of businesses and public services,Phase-out measure,-,Americas,Social distancing,2020-05-16,2020-05-14 00:00:00
1015,Costa Rica,domestic travel restrictions,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-23,2020-03-27 00:00:00
1016,Costa Rica,domestic travel restrictions,Phase-out measure,-,Americas,Movement restrictions,2020-04-13,2020-04-12 00:00:00
1017,Costa Rica,economic measures,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-14,2020-04-06 00:00:00
1018,Costa Rica,general recommendations,Introduction / extension of measures,-,Americas,Public health measures,2020-05-12,2020-05-14 00:00:00
1019,Costa Rica,health screenings in airports and border crossings,Introduction / extension of measures,-,Americas,Public health measures,2020-05-18,2020-05-20 00:00:00
1020,Costa Rica,international flights suspension,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-30,2020-03-27 00:00:00
1021,Costa Rica,isolation and quarantine policies,Introduction / extension of measures,-,Americas,Public health measures,2020-03-16,2020-03-21 00:00:00
1022,Costa Rica,limit public gatherings,Introduction / extension of measures,-,Americas,Social distancing,2020-03-15,2020-03-21 00:00:00
1023,Costa Rica,limit public gatherings,Phase-out measure,-,Americas,Social distancing,2020-05-01,2020-04-30 00:00:00
1024,Costa Rica,lockdown,Introduction / extension of measures,-,*,Lockdown,2020-03-23,3/23/2020
1025,Costa Rica,other public health measures enforced,Introduction / extension of measures,-,Americas,Public health measures,2020-05-01,2020-05-08 00:00:00
1026,Costa Rica,schools closure,Introduction / extension of measures,-,Americas,Social distancing,2020-03-16,2020-03-20 00:00:00
1027,Costa Rica,state of emergency declared,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-16,2020-03-21 00:00:00
1028,Costa Rica,strengthening the public health system,Introduction / extension of measures,-,Americas,Public health measures,2020-03-18,2020-03-20 00:00:00
1029,Costa Rica,surveillance and monitoring,Introduction / extension of measures,-,Americas,Movement restrictions,2020-04-13,2020-04-14 00:00:00
1030,Costa Rica,testing policy,Introduction / extension of measures,-,Americas,Public health measures,2020-05-13,2020-05-20 00:00:00
1031,Costa Rica,visa restrictions,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-24,2020-03-27 00:00:00
1032,Croatia,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Europe,Movement restrictions,2020-04-20,2020-05-03 00:00:00
1033,Croatia,additional health/documents requirements upon arrival,Phase-out measure,-,Europe,Movement restrictions,2020-05-11,2020-05-12 00:00:00
1034,Croatia,border closure,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-19,2020-03-20 00:00:00
1035,Croatia,closure of businesses and public services,Introduction / extension of measures,-,Europe,Social distancing,2020-03-19,2020-03-20 00:00:00
1036,Croatia,closure of businesses and public services,Phase-out measure,-,Europe,Social distancing,2020-04-08,2020-04-11 00:00:00
1037,Croatia,domestic travel restrictions,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-23,2020-03-28 00:00:00
1038,Croatia,domestic travel restrictions,Phase-out measure,-,Europe,Movement restrictions,2020-05-11,2020-05-03 00:00:00
1039,Croatia,economic measures,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-15,2020-03-20 00:00:00
1040,Croatia,emergency administrative structures activated or established,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-12,2020-03-20 00:00:00
1041,Croatia,general recommendations,Introduction / extension of measures,-,Europe,Public health measures,2020-03-01,2020-03-16 00:00:00
1042,Croatia,international flights suspension,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-19,2020-04-11 00:00:00
1043,Croatia,isolation and quarantine policies,Introduction / extension of measures,-,Europe,Public health measures,2020-02-24,2020-03-20 00:00:00
1044,Croatia,isolation and quarantine policies,Phase-out measure,-,Europe,Public health measures,2020-05-11,2020-05-12 00:00:00
1045,Croatia,limit public gatherings,Introduction / extension of measures,-,Europe,Social distancing,2020-03-19,2020-03-20 00:00:00
1046,Croatia,limit public gatherings,Phase-out measure,-,Europe,Social distancing,2020-04-27,2020-04-20 00:00:00
1047,Croatia,lockdown,Introduction / extension of measures,-,Europe,Lockdown,2020-04-18,2020-04-20 00:00:00
1048,Croatia,other public health measures enforced,Introduction / extension of measures,-,Europe,Public health measures,2020-04-08,2020-04-11 00:00:00
1049,Croatia,schools closure,Introduction / extension of measures,-,Europe,Social distancing,2020-03-16,2020-03-16 00:00:00
1050,Croatia,schools closure,Phase-out measure,-,Europe,Social distancing,2020-04-27,2020-04-26 00:00:00
1051,Croatia,strengthening the public health system,Introduction / extension of measures,-,Europe,Public health measures,2020-03-19,2020-03-20 00:00:00
1052,Croatia,strengthening the public health system,Phase-out measure,-,Europe,Public health measures,2020-05-04,2020-04-26 00:00:00
1053,Croatia,surveillance and monitoring,Introduction / extension of measures,-,Europe,Movement restrictions,2020-02-24,2020-03-28 00:00:00
1054,Cuba,awareness campaigns,Introduction / extension of measures,-,Americas,Public health measures,2020-02-18,2020-03-23 00:00:00
1055,Cuba,border closure,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-24,2020-03-23 00:00:00
1056,Cuba,domestic travel restrictions,Introduction / extension of measures,-,Americas,Movement restrictions,2020-03-23,2020-03-27 00:00:00
1057,Cuba,economic measures,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-20,2020-03-23 00:00:00
1058,Cuba,emergency administrative structures activated or established,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-01-28,2020-04-30 00:00:00
1059,Cuba,general recommendations,Introduction / extension of measures,-,Americas,Public health measures,2020-03-26,2020-03-27 00:00:00
1060,Cuba,health screenings in airports and border crossings,Introduction / extension of measures,-,Americas,Public health measures,2020-03-09,2020-03-23 00:00:00
1061,Cuba,international flights suspension,Introduction / extension of measures,-,Americas,Movement restrictions,2020-04-02,2020-04-03 00:00:00
1062,Cuba,isolation and quarantine policies,Introduction / extension of measures,-,Americas,Public health measures,2020-03-24,2020-03-23 00:00:00
1063,Cuba,limit public gatherings,Introduction / extension of measures,-,Americas,Social distancing,2020-03-24,2020-03-23 00:00:00
1064,Cuba,lockdown,Introduction / extension of measures,-,Americas,Lockdown,2020-04-21,2020-04-22 00:00:00
1065,Cuba,mass population testing,Introduction / extension of measures,-,Americas,Public health measures,2020-05-12,2020-05-14 00:00:00
1066,Cuba,military deployment,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-09,2020-03-23 00:00:00
1067,Cuba,requirement to wear protective gear in public,Introduction / extension of measures,-,Americas,Public health measures,2020-04-11,2020-04-12 00:00:00
1068,Cuba,schools closure,Introduction / extension of measures,-,Americas,Social distancing,2020-03-24,2020-04-30 00:00:00
1069,Cuba,strengthening the public health system,Introduction / extension of measures,-,Americas,Public health measures,2020-02-28,2020-03-23 00:00:00
1070,Cuba,testing policy,Introduction / extension of measures,-,Americas,Public health measures,2020-04-01,2020-04-03 00:00:00
1071,Cyprus,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-15,2020-03-15 00:00:00
1072,Cyprus,awareness campaigns,Introduction / extension of measures,-,Europe,Public health measures,2020-03-15,2020-03-15 00:00:00
1073,Cyprus,border closure,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-15,2020-03-15 00:00:00
1074,Cyprus,border closure,Phase-out measure,-,Europe,Movement restrictions,2020-06-01,2020-05-05 00:00:00
1075,Cyprus,closure of businesses and public services,Introduction / extension of measures,-,Europe,Social distancing,2020-03-16,2020-03-20 00:00:00
1076,Cyprus,closure of businesses and public services,Phase-out measure,-,Europe,Social distancing,2020-04-27,2020-04-26 00:00:00
1077,Cyprus,curfews,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-23,2020-03-25 00:00:00
1078,Cyprus,curfews,Phase-out measure,-,Europe,Movement restrictions,2020-05-04,2020-05-05 00:00:00
1079,Cyprus,domestic travel restrictions,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-23,2020-03-25 00:00:00
1080,Cyprus,domestic travel restrictions,Phase-out measure,-,Europe,Movement restrictions,2020-05-04,2020-05-05 00:00:00
1081,Cyprus,economic measures,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-15,2020-03-15 00:00:00
1082,Cyprus,economic measures,Phase-out measure,-,Europe,Governance and socio-economic measures,2020-05-19,2020-05-22 00:00:00
1083,Cyprus,emergency administrative structures activated or established,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-24,2020-03-25 00:00:00
1084,Cyprus,health screenings in airports and border crossings,Introduction / extension of measures,-,Europe,Public health measures,2020-03-07,2020-03-25 00:00:00
1085,Cyprus,international flights suspension,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-21,2020-03-20 00:00:00
1086,Cyprus,isolation and quarantine policies,Introduction / extension of measures,-,Europe,Public health measures,2020-03-15,2020-03-15 00:00:00
1087,Cyprus,limit public gatherings,Introduction / extension of measures,-,Europe,Social distancing,2020-03-15,2020-03-15 00:00:00
1088,Cyprus,limit public gatherings,Phase-out measure,-,Europe,Social distancing,2020-05-21,2020-05-05 00:00:00
1089,Cyprus,lockdown,Introduction / extension of measures,-,Europe,Lockdown,2020-03-24,2020-03-29 00:00:00
1090,Cyprus,other public health measures enforced,Introduction / extension of measures,-,Europe,Public health measures,2020-04-01,2020-04-15 00:00:00
1091,Cyprus,other public health measures enforced,Phase-out measure,-,Europe,Public health measures,2020-05-04,2020-05-05 00:00:00
1092,Cyprus,requirement to wear protective gear in public,Introduction / extension of measures,-,Europe,Public health measures,2020-04-22,2020-04-26 00:00:00
1093,Cyprus,schools closure,Introduction / extension of measures,-,Europe,Social distancing,2020-03-09,2020-03-15 00:00:00
1094,Cyprus,schools closure,Phase-out measure,-,Europe,Social distancing,2020-05-11,2020-05-05 00:00:00
1095,Cyprus,state of emergency declared,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-15,2020-03-20 00:00:00
1096,Cyprus,strengthening the public health system,Introduction / extension of measures,-,Europe,Public health measures,2020-03-20,2020-03-20 00:00:00
1097,Cyprus,surveillance and monitoring,Introduction / extension of measures,-,Europe,Movement restrictions,2020-04-08,2020-04-15 00:00:00
1098,Cyprus,testing policy,Introduction / extension of measures,-,Europe,Public health measures,2020-04-08,2020-04-15 00:00:00
1099,Cyprus,visa restrictions,Phase-out measure,-,Europe,Movement restrictions,2020-05-29,2020-05-30 00:00:00
1100,Czechia,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-21,2020-03-20 00:00:00
1101,Czechia,awareness campaigns,Introduction / extension of measures,-,Europe,Public health measures,2020-05-05,2020-05-12 00:00:00
1102,Czechia,border checks,Introduction / extension of measures,-,Europe,Movement restrictions,2020-04-02,2020-04-11 00:00:00
1103,Czechia,border closure,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-13,2020-03-28 00:00:00
1104,Czechia,border closure,Phase-out measure,-,Europe,Movement restrictions,2020-04-14,2020-04-11 00:00:00
1105,Czechia,closure of businesses and public services,Introduction / extension of measures,-,Europe,Social distancing,2020-03-16,2020-03-28 00:00:00
1106,Czechia,closure of businesses and public services,Phase-out measure,-,Europe,Social distancing,2020-04-20,2020-04-17 00:00:00
1107,Czechia,curfews,Phase-out measure,-,Europe,Movement restrictions,2020-05-11,2020-05-12 00:00:00
1108,Czechia,economic measures,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-19,2020-03-20 00:00:00
1109,Czechia,emergency administrative structures activated or established,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-05-11,2020-05-12 00:00:00
1110,Czechia,health screenings in airports and border crossings,Introduction / extension of measures,-,Europe,Public health measures,2020-03-12,2020-03-16 00:00:00
1111,Czechia,international flights suspension,Introduction / extension of measures,-,Europe,Movement restrictions,2020-02-03,2020-05-03 00:00:00
1112,Czechia,international flights suspension,Phase-out measure,-,Europe,Movement restrictions,2020-04-21,2020-05-03 00:00:00
1113,Czechia,isolation and quarantine policies,Introduction / extension of measures,-,Europe,Public health measures,2020-03-10,2020-03-28 00:00:00
1114,Czechia,isolation and quarantine policies,Phase-out measure,-,Europe,Public health measures,2020-05-25,2020-05-12 00:00:00
1115,Czechia,limit product imports/exports,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-05,2020-04-26 00:00:00
1116,Czechia,limit product imports/exports,Phase-out measure,-,Europe,Governance and socio-economic measures,2020-04-21,2020-04-26 00:00:00
1117,Czechia,limit public gatherings,Introduction / extension of measures,-,Europe,Social distancing,2020-03-10,2020-03-20 00:00:00
1118,Czechia,limit public gatherings,Phase-out measure,-,Europe,Social distancing,2020-04-09,2020-04-11 00:00:00
1119,Czechia,lockdown,Introduction / extension of measures,-,Europe,Lockdown,2020-03-16,2020-03-16 00:00:00
1120,Czechia,military deployment,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-04-09,2020-04-17 00:00:00
1121,Czechia,other public health measures enforced,Introduction / extension of measures,-,Europe,Public health measures,2020-03-19,2020-03-20 00:00:00
1122,Czechia,other public health measures enforced,Phase-out measure,-,Europe,Public health measures,2020-05-26,2020-05-28 00:00:00
1123,Czechia,psychological assistance and medical social work,Introduction / extension of measures,-,Europe,Public health measures,2020-03-26,2020-03-28 00:00:00
1124,Czechia,requirement to wear protective gear in public,Phase-out measure,-,Europe,Public health measures,2020-04-07,2020-04-17 00:00:00
1125,Czechia,schools closure,Introduction / extension of measures,-,Europe,Social distancing,2020-03-12,2020-03-16 00:00:00
1126,Czechia,schools closure,Phase-out measure,-,Europe,Social distancing,2020-04-20,2020-04-17 00:00:00
1127,Czechia,state of emergency declared,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-12,2020-03-16 00:00:00
1128,Czechia,state of emergency declared,Phase-out measure,-,Europe,Governance and socio-economic measures,2020-05-17,2020-05-20 00:00:00
1129,Czechia,strengthening the public health system,Introduction / extension of measures,-,Europe,Public health measures,2020-03-19,2020-03-20 00:00:00
1130,Czechia,strengthening the public health system,Phase-out measure,-,Europe,Public health measures,2020-04-09,2020-04-17 00:00:00
1131,Czechia,surveillance and monitoring,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-19,2020-03-20 00:00:00
1132,Czechia,testing policy,Introduction / extension of measures,-,Europe,Public health measures,2020-03-27,2020-03-28 00:00:00
1133,Czechia,visa restrictions,Introduction / extension of measures,-,Europe,Movement restrictions,2020-02-10,2020-04-26 00:00:00
1134,Czechia,visa restrictions,Phase-out measure,-,Europe,Movement restrictions,2020-04-21,2020-04-26 00:00:00
1135,Côte d'Ivoire,border closure,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-22,2020-03-22 00:00:00
1136,Côte d'Ivoire,checkpoints within the country,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-30,2020-03-31 00:00:00
1137,Côte d'Ivoire,closure of businesses and public services,Introduction / extension of measures,-,Africa,Social distancing,2020-04-04,2020-04-06 00:00:00
1138,Côte d'Ivoire,closure of businesses and public services,Phase-out measure,-,Africa,Social distancing,2020-05-08,2020-05-11 00:00:00
1139,Côte d'Ivoire,curfews,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-24,2020-03-27 00:00:00
1140,Côte d'Ivoire,curfews,Phase-out measure,-,Africa,Movement restrictions,2020-05-08,2020-05-08 00:00:00
1141,Côte d'Ivoire,domestic travel restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-26,2020-03-27 00:00:00
1142,Côte d'Ivoire,economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-04-01,2020-04-06 00:00:00
1143,Côte d'Ivoire,general recommendations,Introduction / extension of measures,-,Africa,Public health measures,2020-04-03,2020-04-12 00:00:00
1144,Côte d'Ivoire,health screenings in airports and border crossings,Introduction / extension of measures,-,Africa,Public health measures,2020-01-02,2020-03-15 00:00:00
1145,Côte d'Ivoire,international flights suspension,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-22,2020-03-22 00:00:00
1146,Côte d'Ivoire,isolation and quarantine policies,Introduction / extension of measures,-,Africa,Public health measures,2020-03-12,2020-03-15 00:00:00
1147,Côte d'Ivoire,limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-18,2020-03-22 00:00:00
1148,Côte d'Ivoire,limit public gatherings,Phase-out measure,-,Africa,Social distancing,2020-05-08,2020-05-08 00:00:00
1149,Côte d'Ivoire,lockdown,Introduction / extension of measures,-,Africa,Lockdown,2020-04-09,2020-04-10 00:00:00
1150,Côte d'Ivoire,requirement to wear protective gear in public,Introduction / extension of measures,-,Africa,Public health measures,2020-04-09,2020-04-10 00:00:00
1151,Côte d'Ivoire,schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-16,2020-03-23 00:00:00
1152,Côte d'Ivoire,schools closure,Phase-out measure,-,Africa,Social distancing,2020-05-08,2020-05-08 00:00:00
1153,Côte d'Ivoire,state of emergency declared,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-04-15,2020-04-18 00:00:00
1154,Côte d'Ivoire,strengthening the public health system,Introduction / extension of measures,-,Africa,Public health measures,2020-03-31,2020-04-06 00:00:00
1155,Côte d'Ivoire,visa restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-19,2020-03-22 00:00:00
1156,Denmark,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-14,2020-03-21 00:00:00
1157,Denmark,awareness campaigns,Introduction / extension of measures,-,Europe,Public health measures,2020-03-17,2020-03-23 00:00:00
1158,Denmark,border checks,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-30,2020-04-11 00:00:00
1159,Denmark,border closure,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-14,2020-03-16 00:00:00
1160,Denmark,border closure,Phase-out measure,-,Europe,Movement restrictions,2020-05-25,2020-05-28 00:00:00
1161,Denmark,changes in prison-related policies,Introduction / extension of measures,-,Europe,Social distancing,2020-03-12,2020-05-01 00:00:00
1162,Denmark,changes in prison-related policies,Phase-out measure,-,Europe,Social distancing,2020-04-17,2020-05-01 00:00:00
1163,Denmark,closure of businesses and public services,Introduction / extension of measures,-,Europe,Social distancing,2020-03-13,2020-03-16 00:00:00
1164,Denmark,closure of businesses and public services,Phase-out measure,-,Europe,Social distancing,2020-04-14,2020-04-11 00:00:00
1165,Denmark,economic measures,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-02-27,2020-03-21 00:00:00
1166,Denmark,emergency administrative structures activated or established,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-17,2020-04-16 00:00:00
1167,Denmark,general recommendations,Introduction / extension of measures,-,Europe,Public health measures,2020-03-13,2020-03-16 00:00:00
1168,Denmark,isolation and quarantine policies,Introduction / extension of measures,-,Europe,Public health measures,2020-03-04,2020-04-09 00:00:00
1169,Denmark,isolation and quarantine policies,Phase-out measure,-,Europe,Public health measures,2020-05-20,2020-05-16 00:00:00
1170,Denmark,limit public gatherings,Introduction / extension of measures,-,Europe,Social distancing,2020-03-18,2020-03-21 00:00:00
1171,Denmark,limit public gatherings,Phase-out measure,-,Europe,Social distancing,2020-04-14,2020-04-11 00:00:00
1172,Denmark,lockdown,Introduction / extension of measures,-,*,Lockdown,2020-03-11,3/11/2020
1173,Denmark,other public health measures enforced,Introduction / extension of measures,-,Europe,Public health measures,2020-03-19,2020-03-21 00:00:00
1174,Denmark,other public health measures enforced,Phase-out measure,-,Europe,Public health measures,2020-05-01,2020-05-01 00:00:00
1175,Denmark,psychological assistance and medical social work,Introduction / extension of measures,-,Europe,Public health measures,2020-03-25,2020-03-29 00:00:00
1176,Denmark,schools closure,Introduction / extension of measures,-,Europe,Social distancing,2020-03-11,2020-03-16 00:00:00
1177,Denmark,schools closure,Phase-out measure,-,Europe,Social distancing,2020-04-15,2020-04-11 00:00:00
1178,Denmark,strengthening the public health system,Introduction / extension of measures,-,Europe,Public health measures,2020-03-16,2020-04-16 00:00:00
1179,Denmark,strengthening the public health system,Phase-out measure,-,Europe,Public health measures,2020-04-12,2020-04-17 00:00:00
1180,Denmark,surveillance and monitoring,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-12,2020-03-21 00:00:00
1181,Denmark,testing policy,Introduction / extension of measures,-,Europe,Public health measures,2020-03-22,2020-03-29 00:00:00
1182,Djibouti,awareness campaigns,Introduction / extension of measures,-,Africa,Public health measures,2020-03-03,2020-04-17 00:00:00
1183,Djibouti,border closure,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-18,2020-04-17 00:00:00
1184,Djibouti,closure of businesses and public services,Introduction / extension of measures,-,Africa,Social distancing,2020-03-20,2020-04-17 00:00:00
1185,Djibouti,closure of businesses and public services,Phase-out measure,-,Africa,Social distancing,2020-05-17,2020-05-11 00:00:00
1186,Djibouti,economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-23,2020-04-17 00:00:00
1187,Djibouti,general recommendations,Introduction / extension of measures,-,Africa,Public health measures,2020-03-15,2020-04-17 00:00:00
1188,Djibouti,health screenings in airports and border crossings,Introduction / extension of measures,-,Africa,Public health measures,2020-01-26,2020-04-17 00:00:00
