,COUNTRY,MEASURE,TYPE,LEVEL,REGION,CATEGORY,DATE_IMPLEMENTED,ENTRY_DATE
3701,Tunisia,schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-10,2020-04-17 00:00:00
3702,Tunisia,strengthening the public health system,Introduction / extension of measures,-,Africa,Public health measures,2020-03-23,2020-04-17 00:00:00
3703,Tunisia,surveillance and monitoring,Introduction / extension of measures,-,Africa,Movement restrictions,2020-01-25,2020-04-17 00:00:00
3704,Tunisia,testing policy,Introduction / extension of measures,-,Africa,Public health measures,2020-01-29,2020-04-17 00:00:00
3705,Tunisia,visa restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-15,2020-03-17 00:00:00
3706,Turkey,amendments to funeral and burial regulations,Introduction / extension of measures,-,Middle East,Public health measures,2020-04-11,2020-04-24 00:00:00
3707,Turkey,awareness campaigns,Introduction / extension of measures,-,Middle East,Public health measures,2020-03-30,2020-04-03 00:00:00
3708,Turkey,border checks,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-02-16,2020-03-16 00:00:00
3709,Turkey,border closure,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-03-18,2020-03-22 00:00:00
3710,Turkey,closure of businesses and public services,Introduction / extension of measures,-,Middle East,Social distancing,2020-03-24,2020-03-25 00:00:00
3711,Turkey,closure of businesses and public services,Phase-out measure,-,Middle East,Social distancing,2020-05-11,2020-05-12 00:00:00
3712,Turkey,curfews,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-03-21,2020-03-25 00:00:00
3713,Turkey,curfews,Phase-out measure,-,Middle East,Movement restrictions,2020-05-17,2020-05-12 00:00:00
3714,Turkey,domestic travel restrictions,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-03-29,2020-03-31 00:00:00
3715,Turkey,domestic travel restrictions,Phase-out measure,-,Middle East,Movement restrictions,2020-05-11,2020-05-12 00:00:00
3716,Turkey,health screenings in airports and border crossings,Introduction / extension of measures,-,Middle East,Public health measures,2020-01-24,2020-03-16 00:00:00
3717,Turkey,international flights suspension,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-02-05,2020-03-16 00:00:00
3718,Turkey,isolation and quarantine policies,Introduction / extension of measures,-,Middle East,Public health measures,2020-02-16,2020-03-16 00:00:00
3719,Turkey,limit public gatherings,Introduction / extension of measures,-,Middle East,Social distancing,2020-03-16,2020-03-16 00:00:00
3720,Turkey,lockdown,Introduction / extension of measures,-,Middle East,Lockdown,2020-05-15,2020-05-12 00:00:00
3721,Turkey,other public health measures enforced,Introduction / extension of measures,-,Middle East,Public health measures,2020-04-21,2020-04-24 00:00:00
3722,Turkey,schools closure,Introduction / extension of measures,-,Middle East,Social distancing,2020-03-16,2020-03-16 00:00:00
3723,Turkey,schools closure,Phase-out measure,-,Middle East,Social distancing,2020-06-15,2020-05-21 00:00:00
3724,Turkey,visa restrictions,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-04-01,2020-04-14 00:00:00
3725,Turkmenistan,awareness campaigns,Introduction / extension of measures,-,Asia,Public health measures,2020-03-31,2020-04-06 00:00:00
3726,Turkmenistan,domestic travel restrictions,Introduction / extension of measures,-,Asia,Movement restrictions,2020-03-20,2020-04-06 00:00:00
3727,Turkmenistan,economic measures,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-04-01,2020-04-06 00:00:00
3728,Turkmenistan,limit product imports/exports,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-04-01,2020-04-06 00:00:00
3729,Turkmenistan,other public health measures enforced,Introduction / extension of measures,-,Asia,Public health measures,2020-04-28,2020-05-08 00:00:00
3730,Turkmenistan,strengthening the public health system,Introduction / extension of measures,-,Asia,Public health measures,2020-03-05,2020-04-06 00:00:00
3731,Tuvalu,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Pacific,Movement restrictions,2020-02-29,2020-03-15 00:00:00
3732,Tuvalu,border closure,Introduction / extension of measures,-,Pacific,Movement restrictions,2020-04-10,2020-04-15 00:00:00
3733,Tuvalu,economic measures,Introduction / extension of measures,-,Pacific,Governance and socio-economic measures,2020-04-02,2020-04-02 00:00:00
3734,Tuvalu,health screenings in airports and border crossings,Introduction / extension of measures,-,Pacific,Public health measures,2020-02-29,2020-03-15 00:00:00
3735,Tuvalu,isolation and quarantine policies,Introduction / extension of measures,-,Pacific,Public health measures,2020-03-20,2020-03-20 00:00:00
3736,Tuvalu,limit public gatherings,Introduction / extension of measures,-,Pacific,Social distancing,2020-03-26,2020-04-08 00:00:00
3737,Tuvalu,state of emergency declared,Introduction / extension of measures,-,Pacific,Governance and socio-economic measures,2020-03-26,2020-03-26 00:00:00
3738,Tuvalu,strengthening the public health system,Introduction / extension of measures,-,Pacific,Public health measures,2020-04-08,2020-04-15 00:00:00
3739,Tuvalu,visa restrictions,Introduction / extension of measures,-,Pacific,Movement restrictions,2020-02-29,2020-03-15 00:00:00
3740,Uganda,amendments to funeral and burial regulations,Introduction / extension of measures,-,Africa,Public health measures,2020-04-18,2020-04-21 00:00:00
3741,Uganda,border closure,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-22,2020-03-23 00:00:00
3742,Uganda,changes in prison-related policies,Introduction / extension of measures,-,Africa,Social distancing,2020-04-27,2020-04-27 00:00:00
3743,Uganda,closure of businesses and public services,Introduction / extension of measures,-,Africa,Social distancing,2020-04-01,2020-03-31 00:00:00
3744,Uganda,closure of businesses and public services,Phase-out measure,-,Africa,Social distancing,2020-05-04,2020-05-05 00:00:00
3745,Uganda,curfews,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-31,2020-03-31 00:00:00
3746,Uganda,domestic travel restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-25,2020-03-29 00:00:00
3747,Uganda,domestic travel restrictions,Phase-out measure,-,Africa,Movement restrictions,2020-05-18,2020-05-20 00:00:00
3748,Uganda,economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-04-03,2020-04-07 00:00:00
3749,Uganda,emergency administrative structures activated or established,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-04-01,2020-03-31 00:00:00
3750,Uganda,general recommendations,Introduction / extension of measures,-,Africa,Public health measures,2020-03-12,2020-03-16 00:00:00
3751,Uganda,health screenings in airports and border crossings,Introduction / extension of measures,-,Africa,Public health measures,2020-03-07,2020-03-16 00:00:00
3752,Uganda,international flights suspension,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-23,2020-03-23 00:00:00
3753,Uganda,isolation and quarantine policies,Introduction / extension of measures,-,Africa,Public health measures,2020-03-07,2020-03-16 00:00:00
3754,Uganda,limit product imports/exports,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-04-21,2020-05-08 00:00:00
3755,Uganda,limit product imports/exports,Phase-out measure,-,Africa,Governance and socio-economic measures,2020-05-08,2020-05-08 00:00:00
3756,Uganda,limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-20,2020-03-23 00:00:00
3757,Uganda,limit public gatherings,Phase-out measure,-,Africa,Social distancing,2020-06-04,2020-05-20 00:00:00
3758,Uganda,lockdown,Introduction / extension of measures,-,Africa,Lockdown,2020-03-30,2020-03-31 00:00:00
3759,Uganda,lockdown,Phase-out measure,-,Africa,Lockdown,2020-05-04,2020-05-05 00:00:00
3760,Uganda,other public health measures enforced,Introduction / extension of measures,-,Africa,Public health measures,2020-05-04,2020-05-05 00:00:00
3761,Uganda,schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-20,2020-03-23 00:00:00
3762,Uganda,schools closure,Phase-out measure,-,Africa,Social distancing,2020-05-04,2020-05-20 00:00:00
3763,Uganda,strengthening the public health system,Introduction / extension of measures,-,Africa,Public health measures,2020-05-18,2020-05-19 00:00:00
3764,Uganda,surveillance and monitoring,Introduction / extension of measures,-,Africa,Movement restrictions,2020-05-12,2020-05-13 00:00:00
3765,Uganda,testing policy,Introduction / extension of measures,-,Africa,Public health measures,2020-04-14,2020-04-14 00:00:00
3766,Ukraine,amendments to funeral and burial regulations,Introduction / extension of measures,-,Europe,Public health measures,2020-04-08,2020-05-19 00:00:00
3767,Ukraine,awareness campaigns,Introduction / extension of measures,-,Europe,Public health measures,2020-04-10,2020-05-20 00:00:00
3768,Ukraine,border closure,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-13,2020-04-06 00:00:00
3769,Ukraine,economic measures,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-02,2020-04-06 00:00:00
3770,Ukraine,emergency administrative structures activated or established,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-04-02,2020-04-06 00:00:00
3771,Ukraine,general recommendations,Introduction / extension of measures,-,Europe,Public health measures,2020-03-05,2020-04-06 00:00:00
3772,Ukraine,health screenings in airports and border crossings,Introduction / extension of measures,-,Europe,Public health measures,2020-03-11,2020-03-15 00:00:00
3773,Ukraine,international flights suspension,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-14,2020-03-15 00:00:00
3774,Ukraine,isolation and quarantine policies,Introduction / extension of measures,-,Europe,Public health measures,2020-03-11,2020-03-15 00:00:00
3775,Ukraine,limit product imports/exports,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-03,2020-04-06 00:00:00
3776,Ukraine,limit public gatherings,Introduction / extension of measures,-,Europe,Social distancing,2020-03-11,2020-03-15 00:00:00
3777,Ukraine,lockdown,Introduction / extension of measures,-,Europe,Lockdown,2020-03-15,2020-04-06 00:00:00
3778,Ukraine,lockdown,Phase-out measure,-,Europe,Lockdown,2020-04-27,2020-05-20 00:00:00
3779,Ukraine,requirement to wear protective gear in public,Introduction / extension of measures,-,Europe,Public health measures,2020-04-06,2020-05-19 00:00:00
3780,Ukraine,schools closure,Introduction / extension of measures,-,Europe,Social distancing,2020-03-09,2020-03-15 00:00:00
3781,Ukraine,strengthening the public health system,Introduction / extension of measures,-,Europe,Public health measures,2020-02-24,2020-04-06 00:00:00
3782,Ukraine,surveillance and monitoring,Introduction / extension of measures,-,Europe,Movement restrictions,2020-02-19,2020-04-06 00:00:00
3783,Ukraine,testing policy,Introduction / extension of measures,-,Europe,Public health measures,2020-04-27,2020-05-20 00:00:00
3784,Ukraine,visa restrictions,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-14,2020-04-06 00:00:00
3785,United Arab Emirates,closure of businesses and public services,Introduction / extension of measures,-,Middle East,Social distancing,2020-03-23,2020-03-25 00:00:00
3786,United Arab Emirates,closure of businesses and public services,Phase-out measure,-,Middle East,Social distancing,2020-04-29,2020-05-04 00:00:00
3787,United Arab Emirates,curfews,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-05-20,2020-05-21 00:00:00
3788,United Arab Emirates,domestic travel restrictions,Introduction / extension of measures,-,Middle East,Movement restrictions,2020-04-04,2020-04-14 00:00:00
3789,United Arab Emirates,domestic travel restrictions,Phase-out measure,-,Middle East,Movement restrictions,2020-04-29,2020-05-04 00:00:00
3790,United Arab Emirates,emergency administrative structures activated or established,Introduction / extension of measures,-,Middle East,Governance and socio-economic measures,2020-03-24,2020-04-09 00:00:00
3791,United Arab Emirates,health screenings in airports and border crossings,Introduction / extension of measures,-,Middle East,Public health measures,2020-01-23,2020-03-16 00:00:00
